ENSG00000000003,22232
ENSG00000000005,448
ENSG00000000419,7220
ENSG00000000457,1687
ENSG00000000460,7170
ENSG00000000938,127
ENSG00000000971,0
ENSG00000001036,20568
ENSG00000001084,9993
ENSG00000001167,8618
ENSG00000001460,2542
ENSG00000001461,4621
ENSG00000001497,11595
ENSG00000001561,3926
ENSG00000001617,20007
ENSG00000001626,407
ENSG00000001629,20373
ENSG00000001630,79110
ENSG00000001631,8408
ENSG00000002016,2764
ENSG00000002330,2305
ENSG00000002549,8409
ENSG00000002586,13672
ENSG00000002587,662
ENSG00000002726,65
ENSG00000002745,81
ENSG00000002746,3035
ENSG00000002822,3713
ENSG00000002834,62553
ENSG00000002919,4190
ENSG00000002933,97
ENSG00000003056,36029
ENSG00000003096,2106
ENSG00000003137,72
ENSG00000003147,11302
ENSG00000003249,17612
ENSG00000003393,11543
ENSG00000003400,903
ENSG00000003402,726
ENSG00000003436,2763
ENSG00000003509,8529
ENSG00000003756,18144
ENSG00000003987,2462
ENSG00000003989,23136
ENSG00000004059,16259
ENSG00000004139,2524
ENSG00000004399,40066
ENSG00000004455,23173
ENSG00000004468,32
ENSG00000004478,60949
ENSG00000004487,65937
ENSG00000004534,26849
ENSG00000004660,2658
ENSG00000004700,16759
ENSG00000004766,2409
ENSG00000004776,310
ENSG00000004777,8548
ENSG00000004779,17360
ENSG00000004799,34
ENSG00000004809,1
ENSG00000004838,71
ENSG00000004846,1
ENSG00000004848,16
ENSG00000004864,18492
ENSG00000004866,6452
ENSG00000004897,16813
ENSG00000004939,25
ENSG00000004948,1693
ENSG00000004961,6921
ENSG00000004975,8779
ENSG00000005001,329
ENSG00000005007,22032
ENSG00000005020,2181
ENSG00000005022,71609
ENSG00000005059,3051
ENSG00000005073,0
ENSG00000005075,12678
ENSG00000005100,31075
ENSG00000005102,19
ENSG00000005108,576
ENSG00000005156,17693
ENSG00000005175,9973
ENSG00000005187,1065
ENSG00000005189,1251
ENSG00000005194,12286
ENSG00000005206,11745
