ENSG00000000003,153
ENSG00000000005,2
ENSG00000000419,17156
ENSG00000000457,5670
ENSG00000000460,27078
ENSG00000000938,11
ENSG00000000971,65258
ENSG00000001036,28298
ENSG00000001084,4487
ENSG00000001167,11479
ENSG00000001460,2695
ENSG00000001461,11208
ENSG00000001497,39607
ENSG00000001561,0
ENSG00000001617,1502
ENSG00000001626,6
ENSG00000001629,23221
ENSG00000001630,13338
ENSG00000001631,29805
ENSG00000002016,4447
ENSG00000002330,2580
ENSG00000002549,30240
ENSG00000002586,3252
ENSG00000002587,0
ENSG00000002726,4
ENSG00000002745,2
ENSG00000002746,14
ENSG00000002822,5847
ENSG00000002834,40223
ENSG00000002919,8794
ENSG00000002933,1
ENSG00000003056,28516
ENSG00000003096,1409
ENSG00000003137,6
ENSG00000003147,6448
ENSG00000003249,3046
ENSG00000003393,12176
ENSG00000003400,14106
ENSG00000003402,28637
ENSG00000003436,152937
ENSG00000003509,10593
ENSG00000003756,58433
ENSG00000003987,3
ENSG00000003989,6
ENSG00000004059,39272
ENSG00000004139,152
ENSG00000004399,6143
ENSG00000004455,164591
ENSG00000004468,8
ENSG00000004478,49910
ENSG00000004487,97694
ENSG00000004534,31755
ENSG00000004660,4266
ENSG00000004700,14310
ENSG00000004766,8356
ENSG00000004776,11
ENSG00000004777,1967
ENSG00000004779,31315
ENSG00000004799,48
ENSG00000004809,0
ENSG00000004838,514
ENSG00000004846,0
ENSG00000004848,3
ENSG00000004864,27075
ENSG00000004866,16968
ENSG00000004897,49049
ENSG00000004939,625
ENSG00000004948,38
ENSG00000004961,13428
ENSG00000004975,1528
ENSG00000005001,8
ENSG00000005007,19155
ENSG00000005020,2970
ENSG00000005022,116069
ENSG00000005059,1204
ENSG00000005073,4
ENSG00000005075,12380
ENSG00000005100,11807
ENSG00000005102,0
ENSG00000005108,0
ENSG00000005156,25724
ENSG00000005175,16243
ENSG00000005187,145433
ENSG00000005189,18446
ENSG00000005194,34167
ENSG00000005206,7242
ENSG00000005238,5055
ENSG00000005243,11
ENSG00000005249,106308
ENSG00000005302,18230
ENSG00000005339,3440
ENSG00000005379,1457
ENSG00000005381,152
ENSG00000005421,1
ENSG00000005436,7863
ENSG00000005448,3153
ENSG00000005469,535
ENSG00000005471,34
ENSG00000005483,8221
ENSG00000005486,6702
ENSG00000005513,77
ENSG00000005700,25212
ENSG00000005801,20763
ENSG00000005810,13795
ENSG00000005812,5801
ENSG00000005844,20
ENSG00000005882,642
ENSG00000005884,57
ENSG00000005889,10843
ENSG00000005893,28473
ENSG00000005955,27684
ENSG00000005961,2966
ENSG00000005981,8
ENSG00000006007,16515
ENSG00000006015,2114
ENSG00000006016,196
ENSG00000006025,5365
ENSG00000006042,29311
ENSG00000006047,0
ENSG00000006059,0
ENSG00000006062,5210
ENSG00000006071,0
ENSG00000006074,0
ENSG00000006075,2
ENSG00000006114,13095
ENSG00000006116,0
ENSG00000006118,61
ENSG00000006125,206559
ENSG00000006128,2
ENSG00000006194,3308
ENSG00000006210,0
ENSG00000006282,1666
ENSG00000006283,11
ENSG00000006327,4989
ENSG00000006377,0
ENSG00000006432,303
ENSG00000006451,11220
ENSG00000006453,11002
ENSG00000006459,11901
ENSG00000006468,5054
ENSG00000006530,47446
ENSG00000006555,12
ENSG00000006576,21119
ENSG00000006606,199
ENSG00000006607,3964
ENSG00000006611,2
ENSG00000006625,12834
ENSG00000006634,8878
ENSG00000006638,1788
ENSG00000006652,27465
ENSG00000006659,0
ENSG00000006695,6098
ENSG00000006704,6515
ENSG00000006712,11600
ENSG00000006715,18718
ENSG00000006740,72
ENSG00000006744,30442
ENSG00000006747,384
ENSG00000006756,58
ENSG00000006757,4603
ENSG00000006788,2
ENSG00000006831,31400
ENSG00000006837,10810
ENSG00000007001,2
ENSG00000007038,21035
ENSG00000007047,2682
ENSG00000007062,2
ENSG00000007080,6529
ENSG00000007129,24
ENSG00000007168,21681
ENSG00000007171,7
ENSG00000007174,0
ENSG00000007202,120482
ENSG00000007216,0
ENSG00000007237,2
ENSG00000007255,3566
ENSG00000007264,10875
ENSG00000007306,0
